BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Jersey"
"Country: Jersey"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GB:4R:F:I:A:A:TO1:A:JE,,,,,,,,,4988,5373,7727,8243,7282,6885,7068,8182,7758,8761,9368,9344,12299,12792,11802,14372,12935,16462,17538,19405,24457,25660,28523,35738,50517,46535,57518,52604,30537,32778,40248,43858,43592,44523,43233,47996,46353,45171,47336,33715,31290,38569,36001,39184,34766,34112,34153,31614,36563,22804,24984,22024,19654,20088,20149,17505
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FR:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,3303,3474,3074,2447,7078,6724,7116,7134,7856,7240,6247,7070,9660,8687,6842,5773,4081,2158,859,11062,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2061
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AT:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,19.855,4.602,18.131,13.383,\,2.435,17.73
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:DE:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2282,2429,2417,2374,1927,2294,2087,2259
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:IT:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,78,\,\,\,\,\,\,\,\,\,\,\,698.925,704.62,637.682,749,696.83,593.163,549.736,539.557
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AT:4R:F:C:A:A:TO1:A:JE,,,,,,,,0,402,360,463,454,408,431,453,466,470,422,802,773,1084,1057,1662,1933,1846,2189,1831,1893,2087,2344,2347,2601,2722,2661,1948,2032,1565,1459,1504,2202,2928,2703,2439,2498,1624,1648,1757,1586,1079,1819,1511,996,971,952,1006,1050,996.705,978.912,973.004,304.773,281.12,519.922,538.016,277.484
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4R:Q:C:A:A:TO1:A:JE,,,,,,,0,0,-1769,-290,-1529,-1706,-7696,-18716,-23892,-20602,-24861,-36617,-34459,-29014,-29243,-30502,-7406,-9911,-7896,-8856,-9694,-10986,-12485,-17278,-16399,-19755,-23071,-11771,-12989,-16133,-13200,-6937,-4085,-4264,-11322,-11105,-9198,-9138,-10806,1400,-3660,-9223,-9751,-9379,-11525.387,-10402.837,-10621.233,-7377.84,-7508.382,-6524.861,-11662.631,-15726.925,-14824.038,-13524.994,-12970.122,-11527.713,-12648.127,-9990.827
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BE:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,1589,1692,1460,1515,1438,1777,2808,1817,1908,2507,5098,9411,3764,3270,6560,5305,3638,2205,1258,298,396,309,421,496,344,479,354,45,50,41,47,369,360,437,419,468,550,588,511,505,769,474,464
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:BE:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,1445,1533,1304,1360,1333,1616,2600,1541,1732,2402,5004,9309,3594,3104,6420,5173,3564,2111,1158,260,312,301,416,493,344,476,354,45,49,37,47,368,360,434,417,439,541,587,510,504,769,473,463
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AU:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,-,65,9,1,77,94,82,78,77,280,457.26,436.236,242.39,228.094,238.132,306.916,308.71,481.552,432.255,349.478,302.057,473.401,288.198,322.129
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:GR:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,107,116,83,78,124,120,118,115
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AT:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,2746,3029,2921,3294,2952,3504,3784,2152,2155,2614,2682,2497,1751,1841,1410,1366,1386,2066,2803,2612,2375,2428,1500,1557,1517,1328,933,1709,1403,886,866,845,883,908,888.154,864.219,853.831,96.788,238.452,483.347,494.916,232.123
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,9281,10875,10669,10885,12139,13207,15108,13309,13135,14079,13744,15397,10846,11274,13565,11634,8270,6735,13354,15181,11803,41586,32997,4792,5131,3870,3639,3647,3911,2821,2450,2700,4900,4089,4129,13056.138,13761.074,13490.008,7825.292,7198.352,6066.217,5683.027,5384.19
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:ES:4R:F:C:A:A:TO1:A:JE,,,,,,,,,1150,809,277,265,357,397,391,460,502,486,468,536,967,489,500,613,589,621,357,496,500,619,789,850,996,1368,1484,1458,1409,1487,1648,1673,1642,1506,1439,1416,1592,1865,1910,1860,1718,1685,1403,1716,1954,1856,1835,1862,1991,2312.653,2300.58,2169.478,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:U:C:V:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,263,137,80,72,94,81,113,70,114,121,146,189,253,430,431,436,366,440,243,290,388,530,452,280,365,583,618,707,83,93,92,89,64,64,61.519,56.419,79.162,81.186,113.085,110.573,88.681,93.813
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","JE:Jersey",Q:S:5A:4R:U:C:A:A:TO1:O:JE,,,,,,,,,,,,,,,,,,,,,,-211,67,91,104,87,397,125,144,116,104,112,736,218,198,159,338,212,254,136,208,212,84,101,158,224,227,172,166,310,154,190,175,170,169,165,127.767,111.907,127.163,552.518,520.886,470.515,519.738,189.594
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:BE:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,1,500,496,764,466,457
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,237.051,270.122,221.735,230.418,240.27,217.829,221.744,619.763
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:US:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1547,-1499,-1175,-955,-427,-228,-354,-834
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GB:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,44175,48308,51423,60191,62378,66338,69389,86357,82367,83025,91003,88488,83871,80951,73645,35530,41566,41158,34203,34069,34881,30534,33374,30770,28423,26942,10821,10449,7300,8132,9552,6115,4234,4150,5514,5243,5344,5040,8085,4918,4603,4349,3557
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,147,293,154,209,178,197,185,167,205,548,550,561,563,884,1125,991,999,997,1159,1099,1118,1312,1794,1938,1815,1698,1664,1764,1255,1456,2028,2060,2164,2407,2624.587,2196.797,2013.78,2755.024,2407.828,2440.135,2401.095,2682.027
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:F:I:A:U:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1163,\,\,\,\,\,718,853,1309,1352,1346,1271,1374.195,1249.846,1154.449,1117.175,1542.377,1353.362,1379.683,1886.888
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:JP:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,1639,1716,1446,1598,1362,1630,1755,1811,1998,2077,1962,2370,2642,2156,2231,2089,1812,1838,2001,1724,1670,1688,1660,1546,1431,1366,1289,1174,840,713,692,479,430,455,357,487.5,392.6,298.7,359.2,356.9,380,414.2,478
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:TW:4R:F:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,48,2,1,25,25,66,46,83,104,82,58,53,62,91,144,212,260,284,286,249,214,186,183,140,122,238,274,284,154,166,175,309,340,308,309,333,366,291,336,312,207,207,210,246,246,283,360,405,445
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:F:I:A:A:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1274,1482,2093,2118,2400,2687,2765.337,2404.215,2226.095,2915.563,2596.231,2491.94,2509.845,2789.267
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","JE:Jersey",Q:S:ES:4R:F:B:A:A:LC1:A:JE,,,,,,,,,931,652,21,2,0,0,0,0,0,0,0,0,342,0,0,1,4,3,0,0,0,0,0,0,0,1,19,17,4,4,5,4,3,0,0,0,-,0,0,0,6,5,0,0,0,0,0,0,0,0.291,0.281,0.78,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FR:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,17066,11494,11902,16554,17385,11897,13117,16895,18640,19504,22476,24205,22748,23676,20643,18856,14794,15242,13360,15731,11524,10614,11235,13032,13088,11370,4476,4638,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3066
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:DE:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,-3044,-2278,1380,1995,-4765,-2606,-504,-4064,-3672,-4957,-6723,-5252,-5265,-5750,-5406,-4057,-6672,-6910,-10176,-11541,-1089,-3568,-6687,-2566,1457,6198,5941,3243,5102,3832,4956,3057,5366,2832,3648,3928,4003,3171,1266,1137,1192,915,1144,-3168,-4904,-4053,-4130,-4267,-3336,-4393,-3689
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4O:F:I:A:U:TO1:A:JE,,,,,,,0,0,17112,9371,11187,16076,18848,24942,35763,36409,39447,51900,52201,50601,52625,52383,49581,54256,33053,35034,35741,35773,42707,43419,45771,69004,94850,81315,87451,82236,51789,49900,55308,52783,49123,40331,35256,34661,37352,38548,38117,39247,34386,39776,37216.238,39613.481,37624.559,38594.501,38098.243,32865.987,38372.043,29662.82,30391.435,28359.872,24606.167,26643.532,27778.494,26457.356
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:GB:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,187,238,264,113,947,444,84,280,316,371,888,563,805,474,383,302,298,343,369,370,502,1593,1637,2544,1605,1267,872,601,185,240,334,225,208,325,329,385,452,487,165,158,150,146,235
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FR:4R:F:I:A:A:TO1:A:JE,,,,,,,,,2157,1108,1168,1595,1119,1873,2896,3160,5058,6366,6826,7262,10008,10734,9141,9956,12592,13783,10120,12714,14762,16506,18222,22133,23853,23202,24384,21792,17794,15318,15261,13555,15686,\,11213,11835,13000,\,11470,5196,5346,6778,5284,4840,5167,5026,8163,5149,\,\,\,\,\,\,\,3931
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FI:4R:F:I:A:A:TO1:A:JE,,,,,,,,,,3,3,3,1,1,1,1,1,\,\,\,\,-,\,\,\,\,\,\,\,\,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
