BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Isle of Man"
"Country: Isle of Man"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","IM:Isle of Man",Q:S:FR:4R:F:B:A:A:LC1:A:IM,,,,,,,,,0,0,0,0,0,0,0,-,-,13,13,19,14,13,11,11,-,1,-,0,14,13,14,14,13,14,14,804,56,28,14,22,26,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:SE:4R:F:C:A:A:TO1:A:IM,,,,,,,,,1,1,1,1,1,1,1,2,-,2,1,1,119,32,29,112,140,89,90,86,89,67,64,67,122,126,152,143,124,186,238,215,200,238,161,167,174,139,193,164,171,256,274,159,155,224,379,382,\,\,\,\,357.169,\,201.225,170.257
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:CH:4R:F:I:A:U:TO1:A:IM,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,888.537,992.618,1017.848,961.873,845.168,1064.379,913.247,1002.217
"Q:Quarterly","S:Amounts outstanding / Stocks","NL:Netherlands","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:NL:4R:F:C:A:A:TO1:A:IM,,,,,,,,,61,42,50,44,94,97,79,109,103,103,113,123,177,172,174,147,188,165,104,128,298,253,451,419,339,680,860,705,737,577,974,1143,871,935,790,911,985,1102,1132,1118,1300,1456,1347,1371,1410,1358,1347,1203,1266.014,1275.39,1223.757,1029.289,1137.612,932.805,858.196,1049.721
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","IM:Isle of Man",Q:S:BE:4R:F:B:A:A:LC1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,75,76,80,90,103,82,85,93,89,84,40,0
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FR:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,277,212,208,278,311,1098,286,346,393,417,475,823,1006,1239,1240,628,548,678,588,743,728,688,727,836,821,788,759,544,\,\,\,\,\,\,\,\,\,\,\,\,\,\,908
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:TW:4R:F:I:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,2,-,-,6,6,6,6,6,7,7,7,31,43,47,46,40,41,40,44,54,53,52,55,54,148,149,146,134,132,129,125,123,121,127,169,167,156,161,116,113,110,128,123,120
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:CA:4R:F:I:A:A:TO1:A:IM,,,,,,,,,,,,,,\,\,-,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,72.243,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AU:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,98,99,90,95,100,101,132,143,144.952,151.765,143.284,26.064,105.814,119.015,137.059,118.361,118.077,79.114,80.784,74.192,200.069,190.017
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","IM:Isle of Man",Q:S:JP:4R:U:C:A:A:TO1:F:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,74.4,4.4,11.1
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FR:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,0,2,58,118,426,544,379,532,537,783,645,589,675,893,1081,758,688,697,526,518,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,118
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","IM:Isle of Man",Q:S:5A:4R:F:B:A:A:LC1:A:IM,,,,,,,0,0,299,401,579,1135,1265,1110,1275,1593,1707,1924,1265,1349,1400,1337,899,748,995,2342,3176,3536,3637,4132,4668,5291,5472,6095,6251,6558,4809,9561,10711,10605,10827,4701,4687,4919,5093,4568,5361,4504,3772,4247,4366,4304,4402,3834,3558,3636,4314.109,5171.652,5241.839,4635.576,4475.621,4352.944,4547.908,4271.061
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:5A:4R:F:C:A:A:TO1:A:IM,9,-,-,-,-,-,0,0,3379,3246,3796,4328,4582,5455,5912,6648,7806,8212,8718,9122,11753,13780,13637,12182,11325,13371,17322,16030,19154,21162,22655,23502,24740,28017,29607,29171,25511,31329,38367,38307,38320,31285,28941,30155,29088,29098,29950,26561,25961,26056,25766.952,26776.765,26043.287,23835.971,23213.104,23279.395,23880.742,24575.25,24747.877,22605.571,22511.383,21671.287,23334.752,23660.556
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FI:4R:Q:C:A:A:TO1:A:IM,,,,,,,,,16,15,14,11,11,10,9,9,8,\,\,\,\,-,-,-,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","IM:Isle of Man",Q:S:5A:4R:U:C:A:A:TO1:R:IM,,,,,,,,,,,,,,,,,,,,,,11293,11687,10151,9051,10736,13515,13030,15517,16695,18756,19622,19920,21954,24687,23734,20006,25322,30400,30325,29898,23035,21905,23208,22388,23585,22330,20591,20117,19726,19527.494,21584.253,21306.311,19677.006,19939.758,20123.956,19394.293,20501.738,19116.988,17650.166,18001.825,17427.23,18700.661,19546.654
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:BE:4R:F:I:A:U:TO1:A:IM,,,,,,,,,98,98,113,106,125,57,25,55,33,19,22,22,37,37,44,32,48,50,104,94,59,61,96,95,118,108,219,124,102,70,72,77,74,72,75,83,87,102,101,101,100,100,98,98,95,93,93,90,91,88,88,83,83,80,79,76
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FI:4R:F:C:A:A:TO1:A:IM,,,,,,,,,28,27,19,18,17,19,19,18,0,\,\,\,\,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","IM:Isle of Man",Q:S:KR:4R:U:C:A:A:TO1:F:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.599,48.636,47.66,46.673,45.673,44.661,43.636
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:BE:4R:F:I:A:A:TO1:A:IM,,,,,,,,,139,113,122,146,153,84,49,75,73,67,79,100,112,115,125,103,95,84,139,125,95,93,162,241,265,333,403,303,227,95,147,100,74,74,76,85,88,104,103,103,101,103,101,101,97,94,97,91,91,89,89,87,83,81,80,77
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:GR:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,151,12,12,12,6,7,7,7,6,8,1,70,74,59,1,1,1,1,2,2,2,13,15,18,15,19,18,14,18,19,18,19,599,362,358,17,14,6,6,442,436,430,424
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:JP:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,32,43,82,129,131,143,164,167,214,255,258,62,55,1131,83,97,103,121,161,171,198,164,157,150,177,107,99,94,109,318,292,290.8,301.4,330.8,141.6,140.9,386.2,312.4,308.2
"Q:Quarterly","S:Amounts outstanding / Stocks","BR:Brazil","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:BR:4R:F:I:A:U:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,16,16,16,16
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FR:4R:U:C:V:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,114,115,131,195,218,306,232,300,230,277,248,409,281,385,340,327,329,305,161,196,\,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,58
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:ES:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,270.503,281.883,269.959,257.587,281.301,77.943,54.413
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:GR:4R:F:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,17,17,216,216,153,153,16,16,16,6,12,7,12,10,12,5,74,78,63,4,4,4,4,2,2,2,13,15,18,15,19,18,14,18,19,19,19,599,362,358,17,14,6,6,442,436,430,424
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:KR:4R:F:I:A:U:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.758,21.322,20.887,20.451,19.145,18.71,19.145
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:CH:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AT:4R:F:C:A:A:TO1:A:IM,,,,,,,,0,56,54,57,61,65,61,61,63,74,62,66,57,52,53,58,53,86,74,89,112,111,111,144,37,37,54,300,367,339,126,309,306,383,372,323,358,326,355,367,367,214,247,222,117,169,83,104,94,89.491,82.982,80.559,70.558,68.325,30.384,30.162,30.611
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","IM:Isle of Man",Q:S:DE:4R:U:C:A:A:TO1:F:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,29,120,33,43,37,53,20
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FR:4R:F:I:A:A:TO1:A:IM,,,,,,,,,179,199,200,192,195,190,281,386,395,512,470,314,375,161,294,297,349,335,1227,406,433,475,496,546,892,1074,1355,564,705,568,716,643,714,\,676,759,798,\,710,1043,874,807,814,960,926,830,829,793,\,\,\,\,\,\,\,958
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","IM:Isle of Man",Q:S:GR:4R:U:C:A:A:TO1:R:IM,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,17,14,6,6,442,436,430,424
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:TW:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,6,6,-,-,-,-,-,-,4,16,14,14,5,6,6,5,5,5,4,17,16,17,34,34,33,33,32,32,31,42,41,46,46,45,44,57,48,47,51,56,42
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:GB:4R:F:I:A:A:TO1:A:IM,,,,,,,,,1945,1784,2185,1810,1904,1786,2112,2176,2403,2476,2704,2839,4800,6331,6087,4970,3912,4135,5463,5003,6485,7245,7315,7956,8487,9530,8868,8930,6922,7605,8937,9009,8807,8531,7710,7909,7876,8361,7179,5281,5741,5344,5735,6687,6540,5870,5583,5935,6110,5642,5474,4238,4746,4490,5969,5977
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:CH:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,77.5,116.664,70.958,79.569,65.734,65.178,70.141,21.713
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FI:4R:F:I:A:A:TO1:A:IM,,,,,,,,,28,27,19,18,17,19,19,18,0,\,\,\,\,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:TW:4R:F:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,2,-,-,6,6,6,6,6,7,7,7,31,43,47,46,40,41,40,44,54,53,52,55,54,148,149,146,134,132,129,125,123,121,127,169,167,156,161,116,113,110,128,123,120
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:TW:4R:Q:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,-6,-6,-6,-7,-7,-7,-27,-27,-32,-32,-36,-35,-34,-39,-49,-48,-48,-38,-38,-132,-114,-112,-100,-99,-97,-93,-92,-80,-87,-123,-121,-111,-117,-59,-65,-63,-77,-67,-78
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","IM:Isle of Man",Q:S:GB:4R:U:C:A:A:TO1:B:IM,,,,,,,,,,,,,,,,,,,,,,81,91,53,12,9,475,22,49,839,235,628,12,254,74,-,128,72,40,35,102,130,84,3,52,37,323,16,9,16,55,58,76,193,156,155,98,3,15,8,351,411,409,421
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AT:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,35,61,79,45,54,75,80,68,96,38,41,37,213,222,193,94,131,128,179,146,150,152,144,169,177,180,167,199,189,89,141,83,47,38,35.493,29.181,28.779,23.301,23.745,1.714,1.261,1.278
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:JP:4R:U:C:V:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,5,9,5,6,18,17,11,12,10,11,14,17,12,11,12,17,16,15,17,16,16,14,12,11,10,11.9,12.4,11.2,11.7,11.9,10.3,11
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:5A:4R:Q:C:A:A:TO1:A:IM,,,,,,,0,0,-210,108,-199,-325,-231,-398,-143,-254,-532,-454,-660,-741,-1838,-1762,-1646,-1480,-1260,-1608,-2461,-2106,-2571,-2447,-2384,-1932,-2693,-3949,-3279,-3180,-4258,-4213,-5207,-5660,-6258,-6136,-5197,-5551,-5214,-4769,-4778,-3613,-3751,-4152,-4515,-4047,-3915.002,-3260.906,-2816.291,-2762.38,-3198.29,-2794.949,-3613.954,-2905.578,-2165.76,-1867.228,-2081.964,-1904.372
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","IM:Isle of Man",Q:S:ES:4R:F:B:A:A:LC1:A:IM,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,7,2,1,9,14,287,266,276,284,0,300.363,371.935,316.027,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","IM:Isle of Man",Q:S:SE:4R:U:C:A:A:TO1:R:IM,,,,,,,,,,,,,,,,,,,,,,,80,139,142,89,89,86,89,67,64,67,82,127,154,146,127,123,168,179,183,177,170,179,188,138,145,91,91,90,107,107,103,127,233,243,\,\,\,\,250.406,\,203.317,190.349
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:SE:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,-,-,-,-,-,21,-,-,12,21,17,14,16,12,11,13,14,17,108,219,227,199,148,149,144,78,79,152,137,105,\,\,\,\,45.414,\,9.231,2.515
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:SE:4R:F:I:A:A:TO1:A:IM,,,,,,,,,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,274,159,155,224,379,382,347.206,410.291,372.884,459.72,357.169,170.084,201.225,170.257
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FR:4R:Q:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,-128,-68,-160,-207,-175,-82,-112,104,-93,-100,-71,-25,-128,-120,-101,-96,-92,-85,-82,-82,-128,-132,-135,-50,-52,-78,5,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-50
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:KR:4R:U:W:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.103,-,-,22.199,22.199,22.199,22.199,22.199
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:JP:4R:F:I:A:A:TO1:A:IM,,,,,,,0,0,0,0,55,72,48,48,47,44,45,46,44,42,108,141,35,66,206,276,329,379,825,839,861,789,837,1188,1393,1403,1357,1341,1489,1494,1459,1315,1170,1200,1133,1119,1012,993,924,984,953,930,821,747,628,596,577,557,589,486,474.8,743,777.4,731.6
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","IM:Isle of Man",Q:S:FR:4R:U:C:A:A:TO1:B:IM,,,,,,,,,,,,,,,,,,,,,,0,6,6,13,5,22,29,29,20,20,17,455,511,18,769,25,10,10,0,0,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,-,-,-,1
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:KR:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.684
